timestamp,event_id,event_type,host_id,source_ip,dest_ip,user,process_name,file_path,protocol,dest_port,bytes_transferred,details
2025-06-19 03:56:08,e9d03ce4-0888-4682-8d0f-b0eb183aed7b,user_login_attempt,,10.0.0.2,,sysadmin,,,,,,{}
2025-06-19 16:02:26,025f2247-5d5b-47e7-a72b-0b5794413c46,user_login_attempt,,192.168.1.105,,user05,,,,,,{}
2025-06-19 16:02:27,62a574a1-7e1f-4f14-8b96-d4520a7a4726,web_activity,,192.168.1.103,,sysadmin,,,,,,{}
2025-06-19 16:02:28,cc367bd3-3d20-4ae5-bd57-2792ebceb43b,user_login_attempt,,10.0.0.9,,user05,,,,,,{}
2025-06-19 16:02:29,5d7dbf34-5d34-4529-b209-73d7873e7902,app_usage,,192.168.1.106,,guest,,,,,,{}
2025-06-19 16:02:30,9133dedd-812e-48e2-b579-7926cb9654e5,web_activity,,10.0.0.5,,user03,,,,,,{}
2025-06-19 16:02:31,9973ca23-829c-4b1c-876c-a135b1e84955,file_access,,192.168.1.109,,guest,,,,,,{}
2025-06-19 16:02:32,1e5fdb80-2e7f-4008-a9c8-87b1b1b59b46,app_usage,,192.168.1.106,,user05,,,,,,{}
2025-06-19 16:02:33,1adb19ce-89b4-425a-93b5-feac5b308f2b,file_access,,172.16.131.107,,user02,,,,,,{}
2025-06-19 16:02:34,bccd8752-893b-49f7-9c2c-8879440a4b70,app_usage,,172.16.20.150,,webmaster,,,,,,{}
2025-06-19 16:02:35,41ed0ae9-01e5-467e-926e-c276940bfbc5,app_usage,,10.0.0.6,,user05,,,,,,{}
2025-06-19 16:02:36,8e81a936-bca0-48a8-99a2-cec5eae36af6,file_access,,172.16.68.232,,admin,,,,,,{}
2025-06-19 16:02:37,b3f2db07-0956-456f-9a7c-ef36887df7bb,web_activity,,192.168.1.103,,user03,,,,,,{}
2025-06-19 16:02:38,7225b676-e1e2-4268-8169-b585b4442aa4,user_login_attempt,,192.168.1.101,,user03,,,,,,{}
2025-06-19 16:02:39,0d6b7a49-fd0f-478b-a9f7-baaf1e540077,app_usage,,192.168.1.109,,user05,,,,,,{}
2025-06-19 16:02:40,a08ace2e-e456-44aa-b4d6-94d119a147cb,web_activity,,192.168.1.101,,guest,,,,,,{}
2025-06-19 16:02:41,bdbf4963-76ba-45b6-9c0d-a2818b7cc24b,web_activity,,172.16.20.150,,admin,,,,,,{}
2025-06-19 16:02:42,f950e421-7d55-4748-b214-c04ed6729382,file_access,,192.168.1.108,,user03,,,,,,{}
2025-06-19 16:02:43,c9d4b147-36f9-46eb-a16d-e2cb571591c8,file_access,,10.0.0.5,,sysadmin,,,,,,{}
2025-06-19 16:02:44,1211fa09-8575-4971-be16-92864fdd3385,web_activity,,192.168.1.101,,user01,,,,,,{}
2025-06-19 16:02:45,46af937c-0aaf-429e-a29b-742225d5a3e8,web_activity,,172.16.68.232,,guest,,,,,,{}
2025-06-19 16:02:46,9db44518-cdd5-4904-b6f4-53a7b693fa18,web_activity,,10.0.0.7,,webmaster,,,,,,{}
2025-06-19 16:02:47,1cfa5a98-4337-4c28-baa8-3b318a97ca2a,app_usage,,192.168.1.104,,user05,,,,,,{}
2025-06-19 16:02:48,e8e9e777-1496-40d3-bc1b-d83884aa8102,app_usage,,10.0.0.5,,user02,,,,,,{}
2025-06-19 16:02:49,f7e59ca9-44d2-4671-99b3-1f589de61ea6,web_activity,,10.0.0.3,,guest,,,,,,{}
2025-06-19 16:02:50,e668aa02-55ae-4a3b-be01-ff7636f7e8ff,file_access,,10.0.0.5,,sysadmin,,,,,,{}
2025-06-19 16:02:51,7a176b8b-8b98-4197-af17-8c2cb1ec72f3,file_access,,172.16.82.112,,user02,,,,,,{}
2025-06-19 16:02:52,bd210750-fa17-49f4-a881-d248c87de043,file_access,,192.168.1.109,,guest,,,,,,{}
2025-06-19 16:02:53,da1bee03-2de0-4aac-be30-ad2e404f80b4,file_access,,10.0.0.4,,user03,,,,,,{}
